"year","county","fips","total_population"
2000,"Alamance",37001,262984
2000,"Alexander",37003,67470
2000,"Alleghany",37005,21340
2000,"Anson",37007,50646
2000,"Ashe",37009,48920
2000,"Avery",37011,34596
2000,"Beaufort",37013,89810
2000,"Bertie",37015,39464
2000,"Bladen",37017,64594
2000,"Brunswick",37019,147464
2000,"Buncombe",37021,414484
2000,"Burke",37023,178766
2000,"Cabarrus",37025,264468
2000,"Caldwell",37027,156048
2000,"Camden",37029,13848
2000,"Carteret",37031,118772
2000,"Caswell",37033,47044
2000,"Catawba",37035,284886
2000,"Chatham",37037,99624
2000,"Cherokee",37039,48646
2000,"Chowan",37041,28894
2000,"Clay",37043,17594
2000,"Cleveland",37045,192788
2000,"Columbus",37047,109550
2000,"Craven",37049,183708
2000,"Cumberland",37051,607176
2000,"Currituck",37053,36580
2000,"Dare",37055,60340
2000,"Davidson",37057,295368
2000,"Davie",37059,70066
2000,"Duplin",37061,98510
2000,"Durham",37063,449144
2000,"Edgecombe",37065,110934
2000,"Forsyth",37067,614016
2000,"Franklin",37069,95272
2000,"Gaston",37071,381494
2000,"Gates",37073,21012
2000,"Graham",37075,15952
2000,"Granville",37077,97816
2000,"Greene",37079,37956
2000,"Guilford",37081,844918
2000,"Halifax",37083,114610
2000,"Harnett",37085,182946
2000,"Haywood",37087,108224
2000,"Henderson",37089,179274
2000,"Hertford",37091,45182
2000,"Hoke",37093,67858
2000,"Hyde",37095,11652
2000,"Iredell",37097,247186
2000,"Jackson",37099,66550
2000,"Johnston",37101,246530
2000,"Jones",37103,20540
2000,"Lee",37105,98790
2000,"Lenoir",37107,119146
2000,"Lincoln",37109,128328
2000,"Macon",37113,59892
2000,"Madison",37115,39316
2000,"Martin",37117,51028
2000,"McDowell",37111,84508
2000,"Mecklenburg",37119,1402122
2000,"Mitchell",37121,31356
2000,"Montgomery",37123,53790
2000,"Moore",37125,150382
2000,"Nash",37127,175356
2000,"New Hanover",37129,321888
2000,"Northampton",37131,44040
2000,"Onslow",37133,300952
2000,"Orange",37135,232212
2000,"Pamlico",37137,25788
2000,"Pasquotank",37139,69764
2000,"Pender",37141,82412
2000,"Perquimans",37143,22802
2000,"Person",37145,71436
2000,"Pitt",37147,268642
2000,"Polk",37149,36724
2000,"Randolph",37151,262008
2000,"Richmond",37153,93152
2000,"Robeson",37155,246678
2000,"Rockingham",37157,184234
2000,"Rowan",37159,261294
2000,"Rutherford",37161,126130
2000,"Sampson",37163,120500
2000,"Scotland",37165,71888
2000,"Stanly",37167,116456
2000,"State",37000,16163972
2000,"Stokes",37169,89470
2000,"Surry",37171,142560
2000,"Swain",37173,26074
2000,"Transylvania",37175,58766
2000,"Tyrrell",37177,8230
2000,"Union",37179,251218
2000,"Vance",37181,86310
2000,"Wake",37183,1266666
2000,"Warren",37185,39800
2000,"Washington",37187,27336
2000,"Watauga",37189,85772
2000,"Wayne",37191,227312
2000,"Wilkes",37193,131634
2000,"Wilson",37195,147894
2000,"Yadkin",37197,72936
2000,"Yancey",37199,35466
2001,"Alamance",37001,267618
2001,"Alexander",37003,67908
2001,"Alleghany",37005,21450
2001,"Anson",37007,51050
2001,"Ashe",37009,49678
2001,"Avery",37011,35314
2001,"Beaufort",37013,90394
2001,"Bertie",37015,39734
2001,"Bladen",37017,65094
2001,"Brunswick",37019,152836
2001,"Buncombe",37021,418172
2001,"Burke",37023,178604
2001,"Cabarrus",37025,272780
2001,"Caldwell",37027,156760
2001,"Camden",37029,14098
2001,"Carteret",37031,119388
2001,"Caswell",37033,47382
2001,"Catawba",37035,290000
2001,"Chatham",37037,102080
2001,"Cherokee",37039,49232
2001,"Chowan",37041,28682
2001,"Clay",37043,17960
2001,"Cleveland",37045,193108
2001,"Columbus",37047,109852
2001,"Craven",37049,186370
2001,"Cumberland",37051,605764
2001,"Currituck",37053,37466
2001,"Dare",37055,62138
2001,"Davidson",37057,298108
2001,"Davie",37059,71996
2001,"Duplin",37061,100730
2001,"Durham",37063,458498
2001,"Edgecombe",37065,111460
2001,"Forsyth",37067,621434
2001,"Franklin",37069,97618
2001,"Gaston",37071,381882
2001,"Gates",37073,21164
2001,"Graham",37075,16162
2001,"Granville",37077,100536
2001,"Greene",37079,37968
2001,"Guilford",37081,853060
2001,"Halifax",37083,114326
2001,"Harnett",37085,187122
2001,"Haywood",37087,109526
2001,"Henderson",37089,182844
2001,"Hertford",37091,46088
2001,"Hoke",37093,69558
2001,"Hyde",37095,11558
2001,"Iredell",37097,255846
2001,"Jackson",37099,67784
2001,"Johnston",37101,254666
2001,"Jones",37103,20416
2001,"Lee",37105,100554
2001,"Lenoir",37107,119098
2001,"Lincoln",37109,131342
2001,"Macon",37113,60642
2001,"Madison",37115,39350
2001,"Martin",37117,50652
2001,"McDowell",37111,85568
2001,"Mecklenburg",37119,1436206
2001,"Mitchell",37121,31624
2001,"Montgomery",37123,54014
2001,"Moore",37125,151864
2001,"Nash",37127,176126
2001,"New Hanover",37129,329592
2001,"Northampton",37131,44232
2001,"Onslow",37133,301716
2001,"Orange",37135,237652
2001,"Pamlico",37137,25624
2001,"Pasquotank",37139,69708
2001,"Pender",37141,83544
2001,"Perquimans",37143,23150
2001,"Person",37145,72260
2001,"Pitt",37147,272298
2001,"Polk",37149,37596
2001,"Randolph",37151,264378
2001,"Richmond",37153,93020
2001,"Robeson",37155,248596
2001,"Rockingham",37157,184244
2001,"Rowan",37159,263146
2001,"Rutherford",37161,127610
2001,"Sampson",37163,121496
2001,"Scotland",37165,71238
2001,"Stanly",37167,117440
2001,"State",37000,16419550
2001,"Stokes",37169,90220
2001,"Surry",37171,142922
2001,"Swain",37173,26340
2001,"Transylvania",37175,58966
2001,"Tyrrell",37177,8372
2001,"Union",37179,263792
2001,"Vance",37181,87930
2001,"Wake",37183,1320868
2001,"Warren",37185,40114
2001,"Washington",37187,27156
2001,"Watauga",37189,86974
2001,"Wayne",37191,228254
2001,"Wilkes",37193,132880
2001,"Wilson",37195,148882
2001,"Yadkin",37197,73210
2001,"Yancey",37199,35828
2002,"Alamance",37001,271834
2002,"Alexander",37003,68344
2002,"Alleghany",37005,21514
2002,"Anson",37007,51328
2002,"Ashe",37009,49618
2002,"Avery",37011,35588
2002,"Beaufort",37013,90604
2002,"Bertie",37015,39842
2002,"Bladen",37017,65850
2002,"Brunswick",37019,157432
2002,"Buncombe",37021,422796
2002,"Burke",37023,178394
2002,"Cabarrus",37025,279678
2002,"Caldwell",37027,157592
2002,"Camden",37029,14618
2002,"Carteret",37031,120294
2002,"Caswell",37033,47458
2002,"Catawba",37035,290790
2002,"Chatham",37037,105390
2002,"Cherokee",37039,49970
2002,"Chowan",37041,29040
2002,"Clay",37043,18390
2002,"Cleveland",37045,193320
2002,"Columbus",37047,110166
2002,"Craven",37049,186134
2002,"Cumberland",37051,610386
2002,"Currituck",37053,39018
2002,"Dare",37055,64166
2002,"Davidson",37057,301306
2002,"Davie",37059,72872
2002,"Duplin",37061,102582
2002,"Durham",37063,465780
2002,"Edgecombe",37065,111838
2002,"Forsyth",37067,627606
2002,"Franklin",37069,101040
2002,"Gaston",37071,381536
2002,"Gates",37073,21460
2002,"Graham",37075,16194
2002,"Granville",37077,103920
2002,"Greene",37079,38730
2002,"Guilford",37081,859336
2002,"Halifax",37083,113806
2002,"Harnett",37085,191244
2002,"Haywood",37087,110502
2002,"Henderson",37089,185600
2002,"Hertford",37091,47460
2002,"Hoke",37093,71598
2002,"Hyde",37095,11858
2002,"Iredell",37097,260926
2002,"Jackson",37099,69140
2002,"Johnston",37101,263310
2002,"Jones",37103,20254
2002,"Lee",37105,101564
2002,"Lenoir",37107,119074
2002,"Lincoln",37109,133052
2002,"Macon",37113,61518
2002,"Madison",37115,39424
2002,"Martin",37117,50274
2002,"McDowell",37111,85656
2002,"Mecklenburg",37119,1471762
2002,"Mitchell",37121,31670
2002,"Montgomery",37123,54154
2002,"Moore",37125,154374
2002,"Nash",37127,177130
2002,"New Hanover",37129,335984
2002,"Northampton",37131,43744
2002,"Onslow",37133,306958
2002,"Orange",37135,238658
2002,"Pamlico",37137,25936
2002,"Pasquotank",37139,71182
2002,"Pender",37141,85384
2002,"Perquimans",37143,23326
2002,"Person",37145,73590
2002,"Pitt",37147,278290
2002,"Polk",37149,37858
2002,"Randolph",37151,265600
2002,"Richmond",37153,92782
2002,"Robeson",37155,249602
2002,"Rockingham",37157,185446
2002,"Rowan",37159,264298
2002,"Rutherford",37161,127794
2002,"Sampson",37163,122236
2002,"Scotland",37165,70732
2002,"Stanly",37167,117676
2002,"State",37000,16648116
2002,"Stokes",37169,90594
2002,"Surry",37171,143232
2002,"Swain",37173,26572
2002,"Transylvania",37175,59456
2002,"Tyrrell",37177,8342
2002,"Union",37179,277178
2002,"Vance",37181,88652
2002,"Wake",37183,1359004
2002,"Warren",37185,40138
2002,"Washington",37187,27166
2002,"Watauga",37189,88362
2002,"Wayne",37191,229572
2002,"Wilkes",37193,133850
2002,"Wilson",37195,150600
2002,"Yadkin",37197,73828
2002,"Yancey",37199,35390
2003,"Alamance",37001,272490
2003,"Alexander",37003,68692
2003,"Alleghany",37005,21354
2003,"Anson",37007,51380
2003,"Ashe",37009,50254
2003,"Avery",37011,35774
2003,"Beaufort",37013,90538
2003,"Bertie",37015,40026
2003,"Bladen",37017,66564
2003,"Brunswick",37019,161830
2003,"Buncombe",37021,428092
2003,"Burke",37023,177476
2003,"Cabarrus",37025,286392
2003,"Caldwell",37027,157606
2003,"Camden",37029,15730
2003,"Carteret",37031,121558
2003,"Caswell",37033,47476
2003,"Catawba",37035,290310
2003,"Chatham",37037,107582
2003,"Cherokee",37039,50392
2003,"Chowan",37041,28878
2003,"Clay",37043,18726
2003,"Cleveland",37045,193504
2003,"Columbus",37047,109886
2003,"Craven",37049,187362
2003,"Cumberland",37051,609232
2003,"Currituck",37053,40704
2003,"Dare",37055,66170
2003,"Davidson",37057,303648
2003,"Davie",37059,73548
2003,"Duplin",37061,103638
2003,"Durham",37063,470012
2003,"Edgecombe",37065,111166
2003,"Forsyth",37067,632646
2003,"Franklin",37069,103326
2003,"Gaston",37071,380104
2003,"Gates",37073,21740
2003,"Graham",37075,16304
2003,"Granville",37077,105894
2003,"Greene",37079,39258
2003,"Guilford",37081,865962
2003,"Halifax",37083,113066
2003,"Harnett",37085,193392
2003,"Haywood",37087,111814
2003,"Henderson",37089,188834
2003,"Hertford",37091,47252
2003,"Hoke",37093,73162
2003,"Hyde",37095,11708
2003,"Iredell",37097,266242
2003,"Jackson",37099,71188
2003,"Johnston",37101,270066
2003,"Jones",37103,20050
2003,"Lee",37105,102840
2003,"Lenoir",37107,118838
2003,"Lincoln",37109,135086
2003,"Macon",37113,62140
2003,"Madison",37115,39638
2003,"Martin",37117,49880
2003,"McDowell",37111,86026
2003,"Mecklenburg",37119,1508872
2003,"Mitchell",37121,31540
2003,"Montgomery",37123,54380
2003,"Moore",37125,155854
2003,"Nash",37127,177446
2003,"New Hanover",37129,343330
2003,"Northampton",37131,43818
2003,"Onslow",37133,311522
2003,"Orange",37135,240736
2003,"Pamlico",37137,25962
2003,"Pasquotank",37139,71956
2003,"Pender",37141,85944
2003,"Perquimans",37143,23486
2003,"Person",37145,74146
2003,"Pitt",37147,282058
2003,"Polk",37149,38142
2003,"Randolph",37151,267542
2003,"Richmond",37153,92106
2003,"Robeson",37155,250788
2003,"Rockingham",37157,185374
2003,"Rowan",37159,263806
2003,"Rutherford",37161,128496
2003,"Sampson",37163,122398
2003,"Scotland",37165,70178
2003,"Stanly",37167,117478
2003,"State",37000,16836986
2003,"Stokes",37169,91106
2003,"Surry",37171,143062
2003,"Swain",37173,26668
2003,"Transylvania",37175,59758
2003,"Tyrrell",37177,8572
2003,"Union",37179,288278
2003,"Vance",37181,88268
2003,"Wake",37183,1398534
2003,"Warren",37185,40504
2003,"Washington",37187,27014
2003,"Watauga",37189,89132
2003,"Wayne",37191,230160
2003,"Wilkes",37193,134336
2003,"Wilson",37195,151194
2003,"Yadkin",37197,73504
2003,"Yancey",37199,35092
2004,"Alamance",37001,274054
2004,"Alexander",37003,69918
2004,"Alleghany",37005,21456
2004,"Anson",37007,52610
2004,"Ashe",37009,50470
2004,"Avery",37011,35472
2004,"Beaufort",37013,90726
2004,"Bertie",37015,39912
2004,"Bladen",37017,67666
2004,"Brunswick",37019,167820
2004,"Buncombe",37021,434646
2004,"Burke",37023,177426
2004,"Cabarrus",37025,292106
2004,"Caldwell",37027,158368
2004,"Camden",37029,17034
2004,"Carteret",37031,123984
2004,"Caswell",37033,47296
2004,"Catawba",37035,291566
2004,"Chatham",37037,109700
2004,"Cherokee",37039,51360
2004,"Chowan",37041,29040
2004,"Clay",37043,19200
2004,"Cleveland",37045,192870
2004,"Columbus",37047,110032
2004,"Craven",37049,188268
2004,"Cumberland",37051,615674
2004,"Currituck",37053,43204
2004,"Dare",37055,67948
2004,"Davidson",37057,305616
2004,"Davie",37059,74690
2004,"Duplin",37061,105676
2004,"Durham",37063,475142
2004,"Edgecombe",37065,111336
2004,"Forsyth",37067,638440
2004,"Franklin",37069,105532
2004,"Gaston",37071,380076
2004,"Gates",37073,21952
2004,"Graham",37075,16430
2004,"Granville",37077,107198
2004,"Greene",37079,39460
2004,"Guilford",37081,873690
2004,"Halifax",37083,112360
2004,"Harnett",37085,196608
2004,"Haywood",37087,112858
2004,"Henderson",37089,191770
2004,"Hertford",37091,47408
2004,"Hoke",37093,76166
2004,"Hyde",37095,11568
2004,"Iredell",37097,271468
2004,"Jackson",37099,72762
2004,"Johnston",37101,279316
2004,"Jones",37103,20070
2004,"Lee",37105,104920
2004,"Lenoir",37107,118356
2004,"Lincoln",37109,136676
2004,"Macon",37113,62970
2004,"Madison",37115,39982
2004,"Martin",37117,49538
2004,"McDowell",37111,86010
2004,"Mecklenburg",37119,1548040
2004,"Mitchell",37121,31630
2004,"Montgomery",37123,53784
2004,"Moore",37125,158318
2004,"Nash",37127,179360
2004,"New Hanover",37129,355748
2004,"Northampton",37131,43410
2004,"Onslow",37133,322152
2004,"Orange",37135,242106
2004,"Pamlico",37137,26020
2004,"Pasquotank",37139,74100
2004,"Pender",37141,88194
2004,"Perquimans",37143,23712
2004,"Person",37145,74204
2004,"Pitt",37147,288446
2004,"Polk",37149,38376
2004,"Randolph",37151,268480
2004,"Richmond",37153,91788
2004,"Robeson",37155,252612
2004,"Rockingham",37157,184394
2004,"Rowan",37159,262494
2004,"Rutherford",37161,128558
2004,"Sampson",37163,122728
2004,"Scotland",37165,72220
2004,"Stanly",37167,117280
2004,"State",37000,17084840
2004,"Stokes",37169,91830
2004,"Surry",37171,143146
2004,"Swain",37173,26854
2004,"Transylvania",37175,60498
2004,"Tyrrell",37177,8472
2004,"Union",37179,302204
2004,"Vance",37181,88314
2004,"Wake",37183,1442492
2004,"Warren",37185,40598
2004,"Washington",37187,26950
2004,"Watauga",37189,90266
2004,"Wayne",37191,233396
2004,"Wilkes",37193,134470
2004,"Wilson",37195,152154
2004,"Yadkin",37197,73952
2004,"Yancey",37199,35220
2005,"Alamance",37001,276562
2005,"Alexander",37003,71080
2005,"Alleghany",37005,21426
2005,"Anson",37007,52992
2005,"Ashe",37009,51166
2005,"Avery",37011,35428
2005,"Beaufort",37013,91050
2005,"Bertie",37015,39878
2005,"Bladen",37017,68092
2005,"Brunswick",37019,176078
2005,"Buncombe",37021,438494
2005,"Burke",37023,176478
2005,"Cabarrus",37025,300038
2005,"Caldwell",37027,159192
2005,"Camden",37029,18122
2005,"Carteret",37031,126024
2005,"Caswell",37033,47440
2005,"Catawba",37035,292948
2005,"Chatham",37037,111876
2005,"Cherokee",37039,51982
2005,"Chowan",37041,29066
2005,"Clay",37043,19584
2005,"Cleveland",37045,191680
2005,"Columbus",37047,109944
2005,"Craven",37049,191026
2005,"Cumberland",37051,605152
2005,"Currituck",37053,45272
2005,"Dare",37055,68644
2005,"Davidson",37057,307874
2005,"Davie",37059,76300
2005,"Duplin",37061,107262
2005,"Durham",37063,481642
2005,"Edgecombe",37065,110778
2005,"Forsyth",37067,648744
2005,"Franklin",37069,107958
2005,"Gaston",37071,383630
2005,"Gates",37073,22610
2005,"Graham",37075,16474
2005,"Granville",37077,108704
2005,"Greene",37079,39806
2005,"Guilford",37081,889524
2005,"Halifax",37083,111436
2005,"Harnett",37085,200384
2005,"Haywood",37087,112882
2005,"Henderson",37089,194714
2005,"Hertford",37091,47546
2005,"Hoke",37093,79858
2005,"Hyde",37095,11584
2005,"Iredell",37097,278694
2005,"Jackson",37099,73502
2005,"Johnston",37101,287964
2005,"Jones",37103,20058
2005,"Lee",37105,106640
2005,"Lenoir",37107,118454
2005,"Lincoln",37109,139428
2005,"Macon",37113,63774
2005,"Madison",37115,39992
2005,"Martin",37117,49164
2005,"McDowell",37111,86218
2005,"Mecklenburg",37119,1605996
2005,"Mitchell",37121,31258
2005,"Montgomery",37123,54154
2005,"Moore",37125,160776
2005,"Nash",37127,180610
2005,"New Hanover",37129,369332
2005,"Northampton",37131,43674
2005,"Onslow",37133,319828
2005,"Orange",37135,245226
2005,"Pamlico",37137,26194
2005,"Pasquotank",37139,76274
2005,"Pender",37141,90736
2005,"Perquimans",37143,24380
2005,"Person",37145,74780
2005,"Pitt",37147,294020
2005,"Polk",37149,38680
2005,"Randolph",37151,270444
2005,"Richmond",37153,92120
2005,"Robeson",37155,255424
2005,"Rockingham",37157,184130
2005,"Rowan",37159,262218
2005,"Rutherford",37161,129148
2005,"Sampson",37163,123706
2005,"Scotland",37165,72018
2005,"Stanly",37167,117176
2005,"State",37000,17371622
2005,"Stokes",37169,92230
2005,"Surry",37171,144434
2005,"Swain",37173,27308
2005,"Transylvania",37175,61246
2005,"Tyrrell",37177,8524
2005,"Union",37179,320520
2005,"Vance",37181,88048
2005,"Wake",37183,1504276
2005,"Warren",37185,41082
2005,"Washington",37187,26936
2005,"Watauga",37189,91590
2005,"Wayne",37191,235384
2005,"Wilkes",37193,134262
2005,"Wilson",37195,153310
2005,"Yadkin",37197,74548
2005,"Yancey",37199,35310
2006,"Alamance",37001,279784
2006,"Alexander",37003,72084
2006,"Alleghany",37005,21788
2006,"Anson",37007,52746
2006,"Ashe",37009,51918
2006,"Avery",37011,35798
2006,"Beaufort",37013,91928
2006,"Bertie",37015,39688
2006,"Bladen",37017,68830
2006,"Brunswick",37019,187512
2006,"Buncombe",37021,450130
2006,"Burke",37023,177246
2006,"Cabarrus",37025,314050
2006,"Caldwell",37027,160776
2006,"Camden",37029,18702
2006,"Carteret",37031,128016
2006,"Caswell",37033,47240
2006,"Catawba",37035,296772
2006,"Chatham",37037,115374
2006,"Cherokee",37039,53534
2006,"Chowan",37041,29676
2006,"Clay",37043,20060
2006,"Cleveland",37045,191214
2006,"Columbus",37047,111170
2006,"Craven",37049,194690
2006,"Cumberland",37051,611076
2006,"Currituck",37053,46264
2006,"Dare",37055,68842
2006,"Davidson",37057,310080
2006,"Davie",37059,78198
2006,"Duplin",37061,109864
2006,"Durham",37063,492646
2006,"Edgecombe",37065,110602
2006,"Forsyth",37067,661870
2006,"Franklin",37069,110792
2006,"Gaston",37071,389824
2006,"Gates",37073,23562
2006,"Graham",37075,16806
2006,"Granville",37077,110504
2006,"Greene",37079,40914
2006,"Guilford",37081,908976
2006,"Halifax",37083,110606
2006,"Harnett",37085,204746
2006,"Haywood",37087,113928
2006,"Henderson",37089,200090
2006,"Hertford",37091,47762
2006,"Hoke",37093,83270
2006,"Hyde",37095,11532
2006,"Iredell",37097,291284
2006,"Jackson",37099,75698
2006,"Johnston",37101,297878
2006,"Jones",37103,20252
2006,"Lee",37105,108780
2006,"Lenoir",37107,118784
2006,"Lincoln",37109,143506
2006,"Macon",37113,65332
2006,"Madison",37115,40396
2006,"Martin",37117,49288
2006,"McDowell",37111,87322
2006,"Mecklenburg",37119,1675370
2006,"Mitchell",37121,31150
2006,"Montgomery",37123,54360
2006,"Moore",37125,164694
2006,"Nash",37127,182458
2006,"New Hanover",37129,380272
2006,"Northampton",37131,43778
2006,"Onslow",37133,329264
2006,"Orange",37135,249186
2006,"Pamlico",37137,26190
2006,"Pasquotank",37139,78364
2006,"Pender",37141,94474
2006,"Perquimans",37143,25090
2006,"Person",37145,75582
2006,"Pitt",37147,302712
2006,"Polk",37149,39270
2006,"Randolph",37151,272758
2006,"Richmond",37153,92354
2006,"Robeson",37155,257924
2006,"Rockingham",37157,184238
2006,"Rowan",37159,265040
2006,"Rutherford",37161,130058
2006,"Sampson",37163,124272
2006,"Scotland",37165,72386
2006,"Stanly",37167,117582
2006,"State",37000,17780760
2006,"Stokes",37169,92816
2006,"Surry",37171,144426
2006,"Swain",37173,27868
2006,"Transylvania",37175,62750
2006,"Tyrrell",37177,8574
2006,"Union",37179,342614
2006,"Vance",37181,89306
2006,"Wake",37183,1573508
2006,"Warren",37185,40890
2006,"Washington",37187,26738
2006,"Watauga",37189,94030
2006,"Wayne",37191,235796
2006,"Wilkes",37193,134978
2006,"Wilson",37195,154896
2006,"Yadkin",37197,75228
2006,"Yancey",37199,35516
2007,"Alamance",37001,287016
2007,"Alexander",37003,72860
2007,"Alleghany",37005,22014
2007,"Anson",37007,53144
2007,"Ashe",37009,52654
2007,"Avery",37011,35904
2007,"Beaufort",37013,91844
2007,"Bertie",37015,41536
2007,"Bladen",37017,69248
2007,"Brunswick",37019,197114
2007,"Buncombe",37021,459052
2007,"Burke",37023,177960
2007,"Cabarrus",37025,329042
2007,"Caldwell",37027,161992
2007,"Camden",37029,19178
2007,"Carteret",37031,128100
2007,"Caswell",37033,47202
2007,"Catawba",37035,301294
2007,"Chatham",37037,118468
2007,"Cherokee",37039,54114
2007,"Chowan",37041,29918
2007,"Clay",37043,20396
2007,"Cleveland",37045,192154
2007,"Columbus",37047,111828
2007,"Craven",37049,195418
2007,"Cumberland",37051,615586
2007,"Currituck",37053,46804
2007,"Dare",37055,68430
2007,"Davidson",37057,313386
2007,"Davie",37059,79544
2007,"Duplin",37061,111784
2007,"Durham",37063,503904
2007,"Edgecombe",37065,110422
2007,"Forsyth",37067,674318
2007,"Franklin",37069,113524
2007,"Gaston",37071,398010
2007,"Gates",37073,24162
2007,"Graham",37075,17082
2007,"Granville",37077,115146
2007,"Greene",37079,41618
2007,"Guilford",37081,928828
2007,"Halifax",37083,110412
2007,"Harnett",37085,210620
2007,"Haywood",37087,115444
2007,"Henderson",37089,204344
2007,"Hertford",37091,47936
2007,"Hoke",37093,85836
2007,"Hyde",37095,11546
2007,"Iredell",37097,301308
2007,"Jackson",37099,76362
2007,"Johnston",37101,309270
2007,"Jones",37103,20308
2007,"Lee",37105,110668
2007,"Lenoir",37107,118466
2007,"Lincoln",37109,147266
2007,"Macon",37113,66312
2007,"Madison",37115,40506
2007,"Martin",37117,48774
2007,"McDowell",37111,88286
2007,"Mecklenburg",37119,1740786
2007,"Mitchell",37121,31034
2007,"Montgomery",37123,54900
2007,"Moore",37125,168786
2007,"Nash",37127,184564
2007,"New Hanover",37129,387856
2007,"Northampton",37131,43814
2007,"Onslow",37133,334996
2007,"Orange",37135,254556
2007,"Pamlico",37137,26066
2007,"Pasquotank",37139,80020
2007,"Pender",37141,97848
2007,"Perquimans",37143,25874
2007,"Person",37145,76272
2007,"Pitt",37147,312098
2007,"Polk",37149,39692
2007,"Randolph",37151,274616
2007,"Richmond",37153,92898
2007,"Robeson",37155,260752
2007,"Rockingham",37157,184748
2007,"Rowan",37159,268786
2007,"Rutherford",37161,131084
2007,"Sampson",37163,125050
2007,"Scotland",37165,72586
2007,"Stanly",37167,118406
2007,"State",37000,18181144
2007,"Stokes",37169,92842
2007,"Surry",37171,144980
2007,"Swain",37173,27588
2007,"Transylvania",37175,63946
2007,"Tyrrell",37177,8788
2007,"Union",37179,366072
2007,"Vance",37181,89604
2007,"Wake",37183,1647232
2007,"Warren",37185,41302
2007,"Washington",37187,26606
2007,"Watauga",37189,96450
2007,"Wayne",37191,237556
2007,"Wilkes",37193,136398
2007,"Wilson",37195,156650
2007,"Yadkin",37197,75504
2007,"Yancey",37199,35876
2008,"Alamance",37001,293662
2008,"Alexander",37003,73486
2008,"Alleghany",37005,22070
2008,"Anson",37007,53618
2008,"Ashe",37009,53512
2008,"Avery",37011,35976
2008,"Beaufort",37013,93318
2008,"Bertie",37015,42152
2008,"Bladen",37017,69976
2008,"Brunswick",37019,204550
2008,"Buncombe",37021,465628
2008,"Burke",37023,179968
2008,"Cabarrus",37025,341802
2008,"Caldwell",37027,163800
2008,"Camden",37029,19682
2008,"Carteret",37031,129472
2008,"Caswell",37033,47140
2008,"Catawba",37035,304708
2008,"Chatham",37037,122396
2008,"Cherokee",37039,54374
2008,"Chowan",37041,30008
2008,"Clay",37043,20598
2008,"Cleveland",37045,193934
2008,"Columbus",37047,113136
2008,"Craven",37049,199252
2008,"Cumberland",37051,622226
2008,"Currituck",37053,46948
2008,"Dare",37055,68284
2008,"Davidson",37057,319246
2008,"Davie",37059,80548
2008,"Duplin",37061,113760
2008,"Durham",37063,516672
2008,"Edgecombe",37065,111554
2008,"Forsyth",37067,685950
2008,"Franklin",37069,116926
2008,"Gaston",37071,406286
2008,"Gates",37073,24336
2008,"Graham",37075,17276
2008,"Granville",37077,117022
2008,"Greene",37079,41880
2008,"Guilford",37081,948646
2008,"Halifax",37083,110232
2008,"Harnett",37085,216980
2008,"Haywood",37087,115952
2008,"Henderson",37089,208172
2008,"Hertford",37091,48316
2008,"Hoke",37093,89176
2008,"Hyde",37095,11762
2008,"Iredell",37097,309506
2008,"Jackson",37099,77318
2008,"Johnston",37101,320124
2008,"Jones",37103,20144
2008,"Lee",37105,113010
2008,"Lenoir",37107,118754
2008,"Lincoln",37109,151518
2008,"Macon",37113,67488
2008,"Madison",37115,41076
2008,"Martin",37117,48994
2008,"McDowell",37111,89492
2008,"Mecklenburg",37119,1777460
2008,"Mitchell",37121,31132
2008,"Montgomery",37123,55430
2008,"Moore",37125,171908
2008,"Nash",37127,186864
2008,"New Hanover",37129,394890
2008,"Northampton",37131,43984
2008,"Onslow",37133,349658
2008,"Orange",37135,259168
2008,"Pamlico",37137,26090
2008,"Pasquotank",37139,81008
2008,"Pender",37141,100274
2008,"Perquimans",37143,26418
2008,"Person",37145,76452
2008,"Pitt",37147,321348
2008,"Polk",37149,39922
2008,"Randolph",37151,278280
2008,"Richmond",37153,93350
2008,"Robeson",37155,263408
2008,"Rockingham",37157,185566
2008,"Rowan",37159,273234
2008,"Rutherford",37161,133188
2008,"Sampson",37163,126382
2008,"Scotland",37165,72976
2008,"Stanly",37167,119812
2008,"State",37000,18557588
2008,"Stokes",37169,93744
2008,"Surry",37171,145720
2008,"Swain",37173,27736
2008,"Transylvania",37175,64826
2008,"Tyrrell",37177,8822
2008,"Union",37179,384610
2008,"Vance",37181,90182
2008,"Wake",37183,1713854
2008,"Warren",37185,41524
2008,"Washington",37187,26652
2008,"Watauga",37189,98998
2008,"Wayne",37191,240000
2008,"Wilkes",37193,137536
2008,"Wilson",37195,159252
2008,"Yadkin",37197,76252
2008,"Yancey",37199,35886
2009,"Alamance",37001,298554
2009,"Alexander",37003,74056
2009,"Alleghany",37005,22204
2009,"Anson",37007,53736
2009,"Ashe",37009,53974
2009,"Avery",37011,35692
2009,"Beaufort",37013,94494
2009,"Bertie",37015,42442
2009,"Bladen",37017,70138
2009,"Brunswick",37019,210452
2009,"Buncombe",37021,471758
2009,"Burke",37023,181042
2009,"Cabarrus",37025,349922
2009,"Caldwell",37027,164988
2009,"Camden",37029,19840
2009,"Carteret",37031,131464
2009,"Caswell",37033,47694
2009,"Catawba",37035,306964
2009,"Chatham",37037,124816
2009,"Cherokee",37039,54352
2009,"Chowan",37041,29764
2009,"Clay",37043,20974
2009,"Cleveland",37045,195176
